Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,1097677.33.faa,1874630.22.faa,1874630.26.faa,31963.54.faa,31963.56.faa,31964.81.faa,31964.84.faa,31965.20.faa,31965.24.faa,33014.40.faa,33014.42.faa,443906.110.faa
17435_fig-31964.81.peg.2946.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17474_fig-31964.81.peg.2985.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17489_fig-31964.81.peg.3000.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17504_fig-31964.81.peg.3015.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17507_fig-31964.81.peg.3018.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1
17508_fig-31964.81.peg.3019.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17509_fig-31964.81.peg.3020.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17511_fig-31964.81.peg.3022.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17512_fig-31964.81.peg.3023.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17513_fig-31964.81.peg.3024.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17515_fig-31964.81.peg.3026.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,1
17516_fig-31964.81.peg.3027.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,1
17517_fig-31964.81.peg.3028.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,1
17518_fig-31964.81.peg.3029.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17520_fig-31964.81.peg.3031.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17525_fig-31964.81.peg.3036.faa,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0
17533_fig-31964.81.peg.3044.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17535_fig-31964.81.peg.3046.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17541_fig-31964.81.peg.3052.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17542_fig-31964.81.peg.3053.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,0
17543_fig-31964.81.peg.3054.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17544_fig-31964.81.peg.3055.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17545_fig-31964.81.peg.3056.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,0
17558_fig-31964.81.peg.3069.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17559_fig-31964.81.peg.3070.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17561_fig-31964.81.peg.3072.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17562_fig-31964.81.peg.3073.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,1
17563_fig-31964.81.peg.3074.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,1
17564_fig-31964.81.peg.3075.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17565_fig-31964.81.peg.3076.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17566_fig-31964.81.peg.3077.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17567_fig-31964.81.peg.3078.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17568_fig-31964.81.peg.3079.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17569_fig-31964.81.peg.3080.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17570_fig-31964.81.peg.3081.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17572_fig-31964.81.peg.3083.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17573_fig-31964.81.peg.3084.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17581_fig-31964.81.peg.3092.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17582_fig-31964.81.peg.3093.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,1
17583_fig-31964.81.peg.3094.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17584_fig-31964.81.peg.3095.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17585_fig-31964.81.peg.3096.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17586_fig-31964.81.peg.3097.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17587_fig-31964.81.peg.3098.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17588_fig-31964.81.peg.3099.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17589_fig-31964.81.peg.3100.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17590_fig-31964.81.peg.3101.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0
17591_fig-31964.81.peg.3102.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1
17593_fig-31964.81.peg.3104.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17594_fig-31964.81.peg.3105.faa,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0
17595_fig-31964.81.peg.3106.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17596_fig-31964.81.peg.3107.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1
17597_fig-31964.81.peg.3108.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17602_fig-31964.81.peg.3113.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17604_fig-31964.81.peg.3115.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17605_fig-31964.81.peg.3116.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17631_fig-31964.81.peg.3142.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17632_fig-31964.81.peg.3143.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17633_fig-31964.81.peg.3144.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,0
17635_fig-31964.81.peg.3146.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17636_fig-31964.81.peg.3147.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17637_fig-31964.81.peg.3148.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17638_fig-31964.81.peg.3149.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17644_fig-31964.81.peg.3155.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1
17647_fig-31964.81.peg.3158.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17656_fig-31964.81.peg.3167.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17713_fig-31964.81.peg.3224.faa,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0
17786_fig-31964.84.peg.68.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
17863_fig-31964.84.peg.145.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
17937_fig-31964.84.peg.219.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18056_fig-31964.84.peg.338.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18057_fig-31964.84.peg.339.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18067_fig-31964.84.peg.349.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18127_fig-31964.84.peg.409.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18160_fig-31964.84.peg.442.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1
18191_fig-31964.84.peg.473.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18365_fig-31964.84.peg.647.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18429_fig-31964.84.peg.711.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18456_fig-31964.84.peg.738.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18490_fig-31964.84.peg.772.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18491_fig-31964.84.peg.773.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18498_fig-31964.84.peg.780.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18499_fig-31964.84.peg.781.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18508_fig-31964.84.peg.790.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18517_fig-31964.84.peg.799.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18518_fig-31964.84.peg.800.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18520_fig-31964.84.peg.802.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18521_fig-31964.84.peg.803.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18522_fig-31964.84.peg.804.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18604_fig-31964.84.peg.886.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18645_fig-31964.84.peg.927.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
18842_fig-31964.84.peg.1124.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19013_fig-31964.84.peg.1295.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19098_fig-31964.84.peg.1380.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19401_fig-31964.84.peg.1683.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19481_fig-31964.84.peg.1763.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19752_fig-31964.84.peg.2034.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19755_fig-31964.84.peg.2037.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19756_fig-31964.84.peg.2038.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19813_fig-31964.84.peg.2095.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19828_fig-31964.84.peg.2110.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19850_fig-31964.84.peg.2132.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19923_fig-31964.84.peg.2205.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19956_fig-31964.84.peg.2238.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
19971_fig-31964.84.peg.2253.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20029_fig-31964.84.peg.2311.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20131_fig-31964.84.peg.2413.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20349_fig-31964.84.peg.2631.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20484_fig-31964.84.peg.2766.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20511_fig-31964.84.peg.2793.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20530_fig-31964.84.peg.2812.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20531_fig-31964.84.peg.2813.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20596_fig-31964.84.peg.2878.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20675_fig-31964.84.peg.2957.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20725_fig-31964.84.peg.3007.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20749_fig-31964.84.peg.3031.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20798_fig-31964.84.peg.3080.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20832_fig-31964.84.peg.3114.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20862_fig-31964.84.peg.3144.faa,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
20945_fig-31965.20.peg.1.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
20998_fig-31965.20.peg.54.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
20999_fig-31965.20.peg.55.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21002_fig-31965.20.peg.58.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21027_fig-31965.20.peg.83.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21029_fig-31965.20.peg.85.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21040_fig-31965.20.peg.96.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21041_fig-31965.20.peg.97.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
21043_fig-31965.20.peg.99.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
21044_fig-31965.20.peg.100.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
21056_fig-31965.20.peg.112.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21103_fig-31965.20.peg.159.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21115_fig-31965.20.peg.171.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21169_fig-31965.20.peg.225.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21173_fig-31965.20.peg.229.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21189_fig-31965.20.peg.245.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21218_fig-31965.20.peg.274.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21219_fig-31965.20.peg.275.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21227_fig-31965.20.peg.283.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21230_fig-31965.20.peg.286.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21284_fig-31965.20.peg.340.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21317_fig-31965.20.peg.373.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1
21322_fig-31965.20.peg.378.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21399_fig-31965.20.peg.455.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21414_fig-31965.20.peg.470.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21423_fig-31965.20.peg.479.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21472_fig-31965.20.peg.528.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21473_fig-31965.20.peg.529.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21474_fig-31965.20.peg.530.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21475_fig-31965.20.peg.531.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21476_fig-31965.20.peg.532.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21477_fig-31965.20.peg.533.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21478_fig-31965.20.peg.534.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21479_fig-31965.20.peg.535.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21480_fig-31965.20.peg.536.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21481_fig-31965.20.peg.537.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21482_fig-31965.20.peg.538.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21483_fig-31965.20.peg.539.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21484_fig-31965.20.peg.540.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21485_fig-31965.20.peg.541.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21486_fig-31965.20.peg.542.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21487_fig-31965.20.peg.543.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21488_fig-31965.20.peg.544.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21489_fig-31965.20.peg.545.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21490_fig-31965.20.peg.546.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21491_fig-31965.20.peg.547.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21492_fig-31965.20.peg.548.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21493_fig-31965.20.peg.549.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21494_fig-31965.20.peg.550.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21495_fig-31965.20.peg.551.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21496_fig-31965.20.peg.552.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21518_fig-31965.20.peg.574.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21550_fig-31965.20.peg.606.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21578_fig-31965.20.peg.634.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21585_fig-31965.20.peg.641.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21595_fig-31965.20.peg.651.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21678_fig-31965.20.peg.734.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21686_fig-31965.20.peg.742.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21694_fig-31965.20.peg.750.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21697_fig-31965.20.peg.753.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21713_fig-31965.20.peg.769.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21735_fig-31965.20.peg.791.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21747_fig-31965.20.peg.803.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
21753_fig-31965.20.peg.809.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21754_fig-31965.20.peg.810.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21755_fig-31965.20.peg.811.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21768_fig-31965.20.peg.824.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21783_fig-31965.20.peg.839.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21793_fig-31965.20.peg.849.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21794_fig-31965.20.peg.850.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21825_fig-31965.20.peg.881.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
21829_fig-31965.20.peg.885.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21830_fig-31965.20.peg.886.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21831_fig-31965.20.peg.887.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21832_fig-31965.20.peg.888.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21833_fig-31965.20.peg.889.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21834_fig-31965.20.peg.890.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21835_fig-31965.20.peg.891.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21836_fig-31965.20.peg.892.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21837_fig-31965.20.peg.893.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21838_fig-31965.20.peg.894.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21839_fig-31965.20.peg.895.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21840_fig-31965.20.peg.896.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21841_fig-31965.20.peg.897.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1
21842_fig-31965.20.peg.898.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21843_fig-31965.20.peg.899.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21844_fig-31965.20.peg.900.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21845_fig-31965.20.peg.901.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21846_fig-31965.20.peg.902.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21847_fig-31965.20.peg.903.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21848_fig-31965.20.peg.904.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21849_fig-31965.20.peg.905.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21850_fig-31965.20.peg.906.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21851_fig-31965.20.peg.907.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21852_fig-31965.20.peg.908.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1
21853_fig-31965.20.peg.909.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
21982_fig-31965.20.peg.1038.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22015_fig-31965.20.peg.1071.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22094_fig-31965.20.peg.1150.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22095_fig-31965.20.peg.1151.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22096_fig-31965.20.peg.1152.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22097_fig-31965.20.peg.1153.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22101_fig-31965.20.peg.1157.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22118_fig-31965.20.peg.1174.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22128_fig-31965.20.peg.1184.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
22131_fig-31965.20.peg.1187.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22134_fig-31965.20.peg.1190.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22150_fig-31965.20.peg.1206.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22152_fig-31965.20.peg.1208.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22181_fig-31965.20.peg.1237.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22209_fig-31965.20.peg.1265.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22211_fig-31965.20.peg.1267.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22267_fig-31965.20.peg.1323.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22269_fig-31965.20.peg.1325.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22283_fig-31965.20.peg.1339.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1
22285_fig-31965.20.peg.1341.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22290_fig-31965.20.peg.1346.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22291_fig-31965.20.peg.1347.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22298_fig-31965.20.peg.1354.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22299_fig-31965.20.peg.1355.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22300_fig-31965.20.peg.1356.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22332_fig-31965.20.peg.1388.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22389_fig-31965.20.peg.1445.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
22407_fig-31965.20.peg.1463.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
22418_fig-31965.20.peg.1474.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0
